tweet_id,created_at,user_location,tweet_text,label_A,label_B,pct_certainty_A,pct_certainty_B
1348780962394603522,Mon Jan 11 23:56:55 +0000 2021,honeymoon Avenue,Fora brigas de trânsito que sim amados causam muitas mortes já Imagina uma arma na mão de alguém que não tem estrutura psicológica nem pra lidar com ele mesmo ????? Ele tinha que tá pensando que no Brasil já tem mais de 200mil mortes pelo covid e liberar a vacina,-1,0,25,100
1348777478882521097,Mon Jan 11 23:43:04 +0000 2021,,"@jrmestrado @MarceloAdnet Estamos numa PANDEMIA *****, e você não decide o que é ou não um prejuízo incalculável para nós, NÓS DECIDIMOS. E o prejuízo é contrairmos a covid-19, infectar nossos familiares etc. Fora que nós não tivemos auxílio psicólogo durante essa pandemia pra que pudéssemos estudar+",0,-1,50,75
1349496693830676482,Wed Jan 13 23:20:58 +0000 2021,Coimbra,@mfmorgado é o neoimperialismo a impedir os países pobres de acederem às vacinas da Pfizer,0,1,25,75
1346602213142102017,Tue Jan 05 23:39:20 +0000 2021,,@DaniloGentili O Jornalismo está morto há muito tempo! A HIPOCRISIA da @RedeGlobo está mais viva do que nunca! #COVID19,1,0,50,75
1349506471361458176,Wed Jan 13 23:59:50 +0000 2021,Belém PA / Sao Paulo Brasil,@michelcandidos2 @eusouale_ Sério? Mais um machão de @ que não sabe perder um debate? Melhor a vacina com 50 de eficácia que 1 Bundão que não presta pda porra nenhuma.  Mas vai lá e lambe o saco do seu Bundão,-1,0,25,50
1347649221176995845,Fri Jan 08 20:59:47 +0000 2021,,"@silviogrimaldo poderia comprar e ainda negociar com outros Estados e Municípios sem qlqr aval da União, ele não precisaria disso. A vacina q parece ser + segura e eficaz é realmente a da Astrazeneca q já fez o pedido d uso emergencial (hoje) e custa entre 17,00 e 20,00. A do Butantã custa mais",-1,1,25,50
1347328612383547393,Thu Jan 07 23:45:48 +0000 2021,"Eunápolis, BA, Brasil","@costa_rui @costa_rui Aproveita que a eficácia da CoronaVac foi comprovada e compra ela, para de esperar a Sputnik. Quero logo poder ser vacinada!",0,-1,50,75
1347367330477576192,Fri Jan 08 02:19:39 +0000 2021,Canadá,"@RezendeB38 @edukalt @siga_seguirei @taoquei1 Com que vacina? Sorte do Bozo que a coronavac mostrou bons resultados, pq a produção da Pfizer, Moderna e AstraZeneca já está toda comprada por outras nações.",1,-1,25,50
1349137693154942976,Tue Jan 12 23:34:26 +0000 2021,sim,@provasextintos Covid-19 é oq? Uma língua?,1,0,75,75
1346678892900343808,Wed Jan 06 04:44:02 +0000 2021,,@oatila Você sabe alguma coisa sobre aquele remédio que a AstraZeneca estava testando que deixa as pessoas imune a doença por um tempo mesmo se já pegou o vírus?,-1,0,50,100
1347694073537298433,Fri Jan 08 23:58:00 +0000 2021,Brasil,@joicehasselmann Bolsonaro já tomou a vacina! Por isso colocou a caderneta em sigilo! https://t.co/GelQTiQzDP,0,1,25,75
1346599282196045825,Tue Jan 05 23:27:42 +0000 2021,"Goiânia, Brasil",@DaienySchuttz @itopamito Tome sua vacina e vá ser feliz.  Continnuo com meu vermífugo.  #pás  https://t.co/1yrApXFbmb,0,1,100,75
1349487276552822790,Wed Jan 13 22:43:33 +0000 2021,,@CarlaZambelli38 @jdoriajr DitaDória é um bandido! Quando os Deputados Federais eleitos por São Paulo vão pedir que o Ministério Público investigue o contrato com a SINOVAC? Cadê a Transparência? Ele mente toda semana sobre a segurança e a eficácia da vacina! #DoriaMentiroso,0,1,25,100
1348401983586246656,Sun Jan 10 22:50:59 +0000 2021,Brasil,"@sisuper1000 @luiz3011 E os que ainda votam nele, já fizeram um exercício de consciência sobre o número de mortes pela COVID-19 no Brasil? Quantas vidas poderiam ter sido salvas se o presidente desse o exemplo seguindo as medidas sanitárias?",-1,0,25,100
1348763309881786369,Mon Jan 11 22:46:46 +0000 2021,"Lahat, Indonesia",@HukumDan Sinovac ---- NO Pfizer ------- YES,0,1,100,50
1347584679290011649,Fri Jan 08 16:43:19 +0000 2021,São Paulo,@Michel88631131 @oatila Sonia foi uma dos 538 trabalhadores do IPO do Porto que receberam a vacina Pfizer-BioNTech — a mesma vacina administrada na médica mexicana.,-1,0,75,100
1348756541625794561,Mon Jan 11 22:19:52 +0000 2021,"São José dos Campos, Brasil","@RodrigoMaia Acho não! Por outro lado, ""A General Motors informou que vai retomar em 2021 o investimento de R$ 10 bilhões nas fábricas em São Paulo, que estava previsto antes da pandemia de coronavírus. O aporte havia sido anunciado em 2019..."". https://t.co/Xsk9z7FKEs",-1,0,75,75
1346944910398607361,Wed Jan 06 22:21:06 +0000 2021,Lá,@HitBoy @instagram @LucianoHuck Temos que provenciar uma foto do Huck com o coronavirus,1,0,25,50
1347688619297927174,Fri Jan 08 23:36:20 +0000 2021,,@Baleia_Rossi @RodrigoMaia Uma medida altamente efetiva no enfrentamento ao coronavírus seria o IMPEACHMENT do miliciano que ta sentado na cadeira do presidente,-1,0,25,100
1348033927592751110,Sat Jan 09 22:28:28 +0000 2021,Brasil,@Nando202014 @anvisa_oficial Anvisa já barrou andamento da CoronaVac e a de Oxford segue a todo vapor. Eles nem disfarçam!! kkkkk,-1,1,25,100
1346845563095044098,Wed Jan 06 15:46:20 +0000 2021,Portugal,"As vacinas da Moderna e da BioNTech-Pfizer fazem parte da nossa vasta carteira de vacinas, constituída por 6 vacinas.",0,-1,25,100
1347632789982687236,Fri Jan 08 19:54:29 +0000 2021,,@UlissesMaia @FNPrefeitos Por favor pede a vacina da moderna. A mais eficaz essa coronavac de 78% e a mesma coisa que colocar um doente em uma sala cheia de pessoas sadias.,-1,1,25,75
1347687822988341248,Fri Jan 08 23:33:10 +0000 2021,Brasil,"@nilson7bjr O Nilson, beleza. Covid-19 até onde eu sei veio foi da China mesmo, Hurran. 🤔 Ou estamos enganados?  Você já viu algum vídeo atual dessa cidade, como está lá? Por que nem a China está usando a Coronavac? Ela já foi aprovada pela Anvisa?",1,0,25,75
1348055711620722691,Sat Jan 09 23:55:01 +0000 2021,,@Sampaiotrp @UOL Claro que a ANVISA vai atrasar o processo do Butantan. É a corrida da primeira picada. Estão atrasando o processo até que chegam as vacinas da Oxford.  Tanto que já estão falando que a vacina da Astra pode ser liberada antes. Pq será? 🤔,1,0,25,75
1349058872183582722,Tue Jan 12 18:21:14 +0000 2021,,"@karileal Pfizer e Bio N Tech = 95% de eficácia Moderna = 94% de eficácia Sputnik = 91% de eficácia Coronavac = 50,38% de eficácia  E ainda por cima, é a vacina mais cara do mundo.",-1,1,75,75
1347479231043956737,Fri Jan 08 09:44:18 +0000 2021,Alemanha,"@jdoriajr Hj a Chefe da UE falou quais as vacinas que Será distribuida na Europa Biontech-Pfizer, Moderna, ASTRAZENECA e Johnson Johnson. E será distribuida ni Verão europeu em Massa. E o Sr. Querendo adiantar uma vacina nem mencionada na Europa estranho. https://t.co/Xq0pi1YfOs",-1,1,25,25
1348774590932262912,Mon Jan 11 23:31:36 +0000 2021,Estados Unidos,@republica_ctba Com esse % de eficácia? É de rir ou chorar? Só falta o #STFVergonhaNacional acatar! Mas daí eles deveriam ser os primeiros a se vacinarem com a Coronavac,0,1,75,75
1347324613416677380,Thu Jan 07 23:29:54 +0000 2021,Aracaju,"@padilhando ajuda a tag, por favor #adiaenem #adiaenemja  Ministério da Saúde registra recorde de casos e segundo maior número de óbitos em 24h https://t.co/smxR4gqY7j",-1,0,100,100
1348354468585336833,Sun Jan 10 19:42:11 +0000 2021,"São Paulo, Brasil","@super_nutry @bolsomito_2 @EdsonVolpini @governosp @butantanoficial Reclama dos 78%, mas faz coito interrompido, que tem 78% de eficacia 🤷🏼‍♀️ #CoronaVac #SinoVac",-1,0,100,75
1346936418174709761,Wed Jan 06 21:47:21 +0000 2021,"Puteaux, France","@MarceloFreixo Oh babacão, ainda não tem vacina no Brasil e há tempo para quebrar o preço. A Pfizer não tem vacina para todos os países e só o RU é os USA já compraram quase todo o estoque. Nem na França chega a vacina, então para de falar mer da",-1,1,25,75
1347205881386180608,Thu Jan 07 15:38:06 +0000 2021,,"@MRKanti_isentos @vitoriol @Estadao Nenhum, porém, você sabia que a China participa da PFIZER, Biontech, Astrazeneca e outros laboratórios que produziram outras vacinas???????  Tu tá incomodado com a poha da vitoria da população que finalmente vê uma luz no fim do túnel.",1,0,25,50
1347612978821083141,Fri Jan 08 18:35:46 +0000 2021,Porto Alegre,"@kellymatos Muito bom! @kellymatos seria interessante saber agora quantas doses chegariam ao RS e quais os critérios de distribuição no estado. Pelo que vi, inicialmente são 6mi do Butantan/Coronavac e 2mi da Fiocruz/Astrazeneca pro Brasil inteiro.",-1,1,50,75
1348414962109190146,Sun Jan 10 23:42:33 +0000 2021,,@cevansholland sinceramente KKKKK os selenators e os swifties são pior q corona,0,1,100,50
1348358898135277568,Sun Jan 10 19:59:47 +0000 2021,United States of America,"@tuliobnunes @cleberksb @Prefeitura_POA Aqui é momento. Trump desde q perdeu, parou de trabalhar e dedicou-se a sabotar o próprio time (trocando postos-chave por “leais”). Mesmo assim aplicaram mais de 6mi de doses. A vacina pfizer é pros grandes centros onde tem camara fria, a da Moderna pro resto.",1,-1,25,50
1348417398706237440,Sun Jan 10 23:52:14 +0000 2021,,"@Marcelo19609143 @g1 o preço de venda da de oxford fica em torno de R$14, se for vendido em farmácias a R$150, já está ok  essa sputnik pelo q vi já anunciou q vai custar menos de R$50 (preço de custo pras farmacêuticas)",0,-1,75,50
1348779097732902912,Mon Jan 11 23:49:30 +0000 2021,Brasil,"@gilmarmendes Coronavac fraudada, falaram em 78% de eficácia mas descobriram que está abaixo de 60%",-1,1,25,100
1349144067318411267,Tue Jan 12 23:59:46 +0000 2021,Brazil,@RenataAraujo_RJ Bora participar gente.  #vacina #covid #CoronaVac #tratamentoprecoce #hcq #hidroxicloroquina #gaysdedireita #gayscombolsonaro  #bolsonaro2022 #pauloguedes #economialiberal #economia  #GaysForTrump #gay #pride,0,1,100,100
1348383490488856577,Sun Jan 10 21:37:30 +0000 2021,"Hortolândia, Brasil","@DamaresAlves Ok! O @jairbolsonaro cometeu o quê???? Assassinou mais de 210 mil mortes causadas pelo Coronavírus! Então pede para o grande ministro entrar com ação contra ele também! #ForaBolsonaro , #RenunciaBolsonaro !",1,0,25,75
1348021048269131776,Sat Jan 09 21:37:17 +0000 2021,,@RobertoElleryJr Tambem nao esquecerei os milhões de profissionais de saude expostos sem proteçao por que nao lhes foi oferecido a vacina da Pfizer!,-1,1,50,25
1348406661527044096,Sun Jan 10 23:09:34 +0000 2021,,@imclaramendonca eu acho q esqueceram q ainda existe o corona....,1,0,50,100
1346589846949801984,Tue Jan 05 22:50:12 +0000 2021,"São Paulo, Brasil",@oatila @oatila comenta sobre o q falaram que a eficácia da Coronavac ser menor no brasil pq os prof de saúde tomaram a vacina e logo foram expostos ao vírus ao passo que na Turquia foi a população comum. Eles nao poderiam excluir esses dados antes de sumarizar?,1,-1,25,25
1349037665233072138,Tue Jan 12 16:56:57 +0000 2021,Curitiba,@gustavonunesrio Problema é que lá é a Sputnik que ainda não tem resultado “oficial” né =(,-1,1,50,75
1349439672687222794,Wed Jan 13 19:34:24 +0000 2021,,"@MarceloSaDuarte @Marcosvarela26 @leonardolanna @demori A melhor vacina é pior do que a coronavac? sputinik, pfizer e moderna, são piores que a Coronavac?",1,0,25,25
1347685366883610624,Fri Jan 08 23:23:24 +0000 2021,"São Paulo, Brasil","@minsaude Uma das revistas cientificas mais importantes do mundo e a  Anvisa  pedindo 10 dias pra aprovar o uso emergencial da coronavac. 1379 brasileiros mortos em 24 horas, em 10 dias vão ser mais de 13 mil mortos. Genocidas. https://t.co/5w81d7sSLb",-1,1,25,25
1349141332749594624,Tue Jan 12 23:48:54 +0000 2021,"Belo Horizonte, Brasil","@BrazilFight Crítica 50% da Coronavac, mas bate palmas pra 0% da cloroquina e ivermectina.",-1,0,50,50
1346570754557673473,Tue Jan 05 21:34:20 +0000 2021,São Paulo,"@HomeroNave @MutanteBrasil @jralberich @gperioto1 @reinaldoazevedo É mesmo? Vejamos: tem ""acordo"" com vacina da Oxford, mas as doses são produzidas na Índia (que já proibiu exportações). Não tem acordo com Pfizer, nem Moderna, nem Sinovac, nem Johnson &amp; Johnson. Tem menos de 3% das seringas que são necessárias. https://t.co/XjmbEww1Tv",1,-1,25,50
1347328510180945927,Thu Jan 07 23:45:23 +0000 2021,i love ny(terói),@matheuspinhob nao vai morrer de corona mas vai morrer de tijolo na cabeça,0,1,75,25
1347693190590169089,Fri Jan 08 23:54:30 +0000 2021,"Belo Horizonte, Brasil",@thiagomiarelli @_lucasvsantos_ @EconomicoRadar KKKKKKKK..... se fosse eu o corona nem existia😝,0,1,75,25
1346607260286513154,Tue Jan 05 23:59:24 +0000 2021,Brasil - Brasília,"@tosodepassagem @lnarloch Brasil não comprou a vacina da Pfizer. Ainda. Está enrolando. Por enquanto, só temos Oxford/AstraZeneca (nacional) e Coronavac (São Paulo). A pergunta é mais retórica. Foram atrás de uma obscura vacina indiana que nem em fase 3 está. A discussão é irreal. Por que será?",-1,1,25,75
1348770826284363778,Mon Jan 11 23:16:38 +0000 2021,,"@CNNBrasil O Instituto Butantan confirmou que o Ministério da Saúde, leia-se governo federal, irá comprar toda a produção da CoronaVac, a “vacina chinesa do Doria, que causa morte, anomalia e invalidez”, segundo declarou publicamente o presidente Jair Bolsonaro.",-1,1,75,100
1347324952995893249,Thu Jan 07 23:31:15 +0000 2021,,@carlosjordy Falar que é macho e no mesmo dia compra 100.000.000 de doses da coronavírus que ele disse que não iria comprar. Dória botou @jairbolsonaro pra sentar e pra mamar.,0,-1,75,25
1349052463400308736,Tue Jan 12 17:55:46 +0000 2021,,@Ze_carnica @RelredeS @tah_viapiana Um médico morreu nos  Estados Unidos cerca de duas semanas depois de ter sido vacinado com a vacina da Pfizer/BioNTech. A informação é do tabloide 'The Daily Mail'.,-1,1,50,75
1346606584462516225,Tue Jan 05 23:56:43 +0000 2021,,@Ahmadsccp1 @jdoriajr Sei la viu mano.... Vamos ver semana q vem se conseguem aprovar a vacina da coronavac....Depois tem as de oxford q esta chegando....Mas os estados esta quebrado por isso q não estão comprando,1,-1,25,50
1348662495767121922,Mon Jan 11 16:06:10 +0000 2021,,"@Jambock67 A vacina da Oxford só tem eficácia de 62%, seu principal insumo vem da CHINA, e o gado vai correndo tomar😂😂😂🐂🐂🐂🐂  https://t.co/IgbZW8IbIK",1,-1,50,25
1347317760410456065,Thu Jan 07 23:02:40 +0000 2021,niteroi rj,@RodolfoLangsdor @marcelo_damiao @ritacsborges sinto informar mas Niterói comprou a vacina de Oxford. o máximo de efeito colateral é ter sotaque.,1,-1,25,50
1349506391694827526,Wed Jan 13 23:59:31 +0000 2021,"Lu, Bia e Ana = 🏡","@BebelaYolo acabou de passar aqui no jornal que como estamos em alta no corona o enem pode piorar e tal, dependendo do seu estado o governo pode impedir o inep de aplicar a prova, detalhe q nenhum estado ta em azul, ent eu acho q vão adiar em todos os estados mesmo kskaksk",-1,0,50,75
1349139445233102855,Tue Jan 12 23:41:24 +0000 2021,João Câmara - RN - Brasil,"@FtGraziela @Rconstantino Vacina Pfizer, Moderna, Johnson  para os países civilizado. As Oxford-Coronovac-Sputinik V para o terceiro mundo. No Brasil só teremos vacinas  se o Pazuello deixar de ser incompetente",0,1,25,50
1346652215394484224,Wed Jan 06 02:58:02 +0000 2021,,"@ju_zezinho @sputnik_brasil Não. Devem faltar umas 320.000.000 de doses, pois serão vacinados acima de 18 anos e são duas doses por pessoas.",-1,1,50,50
1349135762000924673,Tue Jan 12 23:26:46 +0000 2021,"Rio de Janeiro, Brasil","@dudsvitorino Então os 22%, infectados e q sentiram os efeitos do Covid-19 e q ñ irão morrer, podem transmitir o vírus pra quem ñ foi vacinado? 😎🙄",-1,0,25,25
1348290657782267908,Sun Jan 10 15:28:37 +0000 2021,,@valeria82494024 @dogarrett @josegallucci @mab_sp125 @marivarella @TaschnerNatalia @gersonsalvador @mellziland @parolin_ricardo O problema que os documentos da vacina de Oxford já foram publicados e discutidos em várias partes do mundo. Coisa que eu acho que não ocorreu com a Sinovac,-1,1,50,75
1348923696526872577,Tue Jan 12 09:24:05 +0000 2021,,"@Sjorgenunes @it_leclerc Não havia até este mês produção suficiente de vacinas, nem encomendámos doses suficientes à Pfizer e à Moderna. O grande sucesso que tinha sido o esforço da CE na compra conjunta de vacinas está aqui... sem a aprovação da AZ, o nosso plano não funciona https://t.co/3SauxDhvhp",1,-1,25,50
